query,qid,docid,rel
Love and rebellion in a futuristic city ruled by powerful corporations.,20,141652,1
Love and rebellion in a futuristic city ruled by powerful corporations.,20,680,5
Love and rebellion in a futuristic city ruled by powerful corporations.,20,154486,1
Love and rebellion in a futuristic city ruled by powerful corporations.,20,104350,1
Love and rebellion in a futuristic city ruled by powerful corporations.,20,27608,1
Love and rebellion in a futuristic city ruled by powerful corporations.,20,168612,5
Love and rebellion in a futuristic city ruled by powerful corporations.,20,5445,4
Love and rebellion in a futuristic city ruled by powerful corporations.,20,173291,4
Action-adventure movies suitable for family audiences.,21,8961,5
Action-adventure movies suitable for family audiences.,21,123534,5
Action-adventure movies suitable for family audiences.,21,260,5
Action-adventure movies suitable for family audiences.,21,455,5
Action-adventure movies suitable for family audiences.,21,116213,5
Action-adventure movies suitable for family audiences.,21,74580,5
Action-adventure movies suitable for family audiences.,21,3287,5
Action-adventure movies suitable for family audiences.,21,1198,5
Action-adventure movies suitable for family audiences.,21,8372,5
Action-adventure movies suitable for family audiences.,21,76093,5
Action-adventure movies suitable for family audiences.,21,34,5
Action-adventure movies suitable for family audiences.,21,2005,5
Action-adventure movies suitable for family audiences.,21,1015,5
Action-adventure movies suitable for family audiences.,21,6539,5
Action-adventure movies suitable for family audiences.,21,187541,5
Action-adventure movies suitable for family audiences.,21,196417,5
Action-adventure movies suitable for family audiences.,21,254460,4
Action-adventure movies suitable for family audiences.,21,111781,4
Action-adventure movies suitable for family audiences.,21,187595,4
Action-adventure movies suitable for family audiences.,21,203224,4
Action-adventure movies suitable for family audiences.,21,4509,4
Action-adventure movies suitable for family audiences.,21,120873,4
Action-adventure movies suitable for family audiences.,21,98243,4
Action-adventure movies suitable for family audiences.,21,200256,4
Action-adventure movies suitable for family audiences.,21,45208,4
Action-adventure movies suitable for family audiences.,21,239048,4
Action-adventure movies suitable for family audiences.,21,200540,3
Action-adventure movies suitable for family audiences.,21,286897,3
Action-adventure movies suitable for family audiences.,21,243642,3
Action-adventure movies suitable for family audiences.,21,237119,3
Action-adventure movies suitable for family audiences.,21,272461,3
Action-adventure movies suitable for family audiences.,21,267320,1
Action-adventure movies suitable for family audiences.,21,43934,1
Action-adventure movies suitable for family audiences.,21,172767,1
Action-adventure movies suitable for family audiences.,21,281190,1
Action-adventure movies suitable for family audiences.,21,121711,1
Action-adventure movies suitable for family audiences.,21,201963,1
Action-adventure movies suitable for family audiences.,21,195187,1
Action-adventure movies suitable for family audiences.,21,5448,1
Action-adventure movies suitable for family audiences.,21,37653,1
Action-adventure movies suitable for family audiences.,21,588,1
Action-adventure movies suitable for family audiences.,21,270928,1
Action-adventure movies suitable for family audiences.,21,63836,1
Action-adventure movies suitable for family audiences.,21,32501,1
Action-adventure movies suitable for family audiences.,21,250362,1
Action-adventure movies suitable for family audiences.,21,151191,1
Action-adventure movies suitable for family audiences.,21,34135,1
Action-adventure movies suitable for family audiences.,21,202421,1
Action-adventure movies suitable for family audiences.,21,215981,1
Action-adventure movies suitable for family audiences.,21,147220,1
Action-adventure movies suitable for family audiences.,21,202517,1
Action-adventure movies suitable for family audiences.,21,145903,1
Action-adventure movies suitable for family audiences.,21,5389,1
Action-adventure movies suitable for family audiences.,21,168082,1
Action-adventure movies suitable for family audiences.,21,124789,1
Action-adventure movies suitable for family audiences.,21,261883,1
Action-adventure movies suitable for family audiences.,21,226678,1
Action-adventure movies suitable for family audiences.,21,281332,1
Action-adventure movies suitable for family audiences.,21,264133,1
Action-adventure movies suitable for family audiences.,21,276525,1
Movie with a strong emphasis on friendship and self-discovery.,22,1271,5
Movie with a strong emphasis on friendship and self-discovery.,22,102800,5
Movie with a strong emphasis on friendship and self-discovery.,22,4447,3
Movie with a strong emphasis on friendship and self-discovery.,22,54503,4
Movie with a strong emphasis on friendship and self-discovery.,22,6765,3
Movie with a strong emphasis on friendship and self-discovery.,22,282041,5
Movie with a strong emphasis on friendship and self-discovery.,22,194016,4
Movie with a strong emphasis on friendship and self-discovery.,22,3418,4
Movie with a strong emphasis on friendship and self-discovery.,22,118900,5
Movie with a strong emphasis on friendship and self-discovery.,22,197429,3
Movie with a strong emphasis on friendship and self-discovery.,22,96056,2
Movie with a strong emphasis on friendship and self-discovery.,22,26662,5
Movie with a strong emphasis on friendship and self-discovery.,22,3844,5
Movie with a strong emphasis on friendship and self-discovery.,22,218,4
Movie with a strong emphasis on friendship and self-discovery.,22,281918,5
Movie with a strong emphasis on friendship and self-discovery.,22,213369,3
Movie with a strong emphasis on friendship and self-discovery.,22,207796,4
Movie with a strong emphasis on friendship and self-discovery.,22,185033,5
Movie with a strong emphasis on friendship and self-discovery.,22,254450,3
Movie with a strong emphasis on friendship and self-discovery.,22,45720,4
Movie with a strong emphasis on friendship and self-discovery.,22,184239,3
Movie with a strong emphasis on friendship and self-discovery.,22,88810,4
Movie with a strong emphasis on friendship and self-discovery.,22,70862,3
Movie with a strong emphasis on friendship and self-discovery.,22,92259,5
Movie with a strong emphasis on friendship and self-discovery.,22,200306,5
Movie with a strong emphasis on friendship and self-discovery.,22,27754,3
Movie with a strong emphasis on friendship and self-discovery.,22,4474,5
Movie with a strong emphasis on friendship and self-discovery.,22,118876,3
Movie with a strong emphasis on friendship and self-discovery.,22,134611,2
Movie with a strong emphasis on friendship and self-discovery.,22,137026,2
Movie with a strong emphasis on friendship and self-discovery.,22,125185,2
Movie with a strong emphasis on friendship and self-discovery.,22,134728,2
Movie with a strong emphasis on friendship and self-discovery.,22,269638,4
Movie with a strong emphasis on friendship and self-discovery.,22,3264,3
Movie with a strong emphasis on friendship and self-discovery.,22,8617,2
Movie with a strong emphasis on friendship and self-discovery.,22,161562,2
Movie with a strong emphasis on friendship and self-discovery.,22,96565,3
Movie with a strong emphasis on friendship and self-discovery.,22,180297,4
Movie with a strong emphasis on friendship and self-discovery.,22,33380,2
Movie with a strong emphasis on friendship and self-discovery.,22,235361,3
Movie with a strong emphasis on friendship and self-discovery.,22,263943,3
Movie with a strong emphasis on friendship and self-discovery.,22,136806,3
Movie with a strong emphasis on friendship and self-discovery.,22,130996,2
Movie with a strong emphasis on friendship and self-discovery.,22,212162,2
Movie with a strong emphasis on friendship and self-discovery.,22,42584,4
Movie with a strong emphasis on friendship and self-discovery.,22,268872,2
Movie with a strong emphasis on friendship and self-discovery.,22,4025,3
Movie with a strong emphasis on friendship and self-discovery.,22,188845,2
Movie with a strong emphasis on friendship and self-discovery.,22,193637,4
Movie with a strong emphasis on friendship and self-discovery.,22,168286,4
Movie with a strong emphasis on friendship and self-discovery.,22,5890,5
Movie with a strong emphasis on friendship and self-discovery.,22,54519,5
Movie with a strong emphasis on friendship and self-discovery.,22,213898,5
Movie with a strong emphasis on friendship and self-discovery.,22,113829,4
Movie with a strong emphasis on friendship and self-discovery.,22,3967,4
Movie with a strong emphasis on friendship and self-discovery.,22,171575,4
Movie with a strong emphasis on friendship and self-discovery.,22,68954,4
Movie with a strong emphasis on friendship and self-discovery.,22,194448,5
Movie with a strong emphasis on friendship and self-discovery.,22,55247,5
Heartwarming sports movie that inspires and uplifts.,23,103606,2
Heartwarming sports movie that inspires and uplifts.,23,252184,5
Heartwarming sports movie that inspires and uplifts.,23,1393,4
Heartwarming sports movie that inspires and uplifts.,23,317,2
Heartwarming sports movie that inspires and uplifts.,23,1172,2
Heartwarming sports movie that inspires and uplifts.,23,194448,4
Heartwarming sports movie that inspires and uplifts.,23,95939,4
Heartwarming sports movie that inspires and uplifts.,23,1961,1
Heartwarming sports movie that inspires and uplifts.,23,2357,2
Heartwarming sports movie that inspires and uplifts.,23,2359,3
Heartwarming sports movie that inspires and uplifts.,23,3916,5
Heartwarming sports movie that inspires and uplifts.,23,81564,3
Heartwarming sports movie that inspires and uplifts.,23,27790,3
Heartwarming sports movie that inspires and uplifts.,23,203322,5
Heartwarming sports movie that inspires and uplifts.,23,213585,5
Heartwarming sports movie that inspires and uplifts.,23,55830,2
Heartwarming sports movie that inspires and uplifts.,23,953,3
Heartwarming sports movie that inspires and uplifts.,23,202091,3
Heartwarming sports movie that inspires and uplifts.,23,8132,1
Heartwarming sports movie that inspires and uplifts.,23,55280,2
Heartwarming sports movie that inspires and uplifts.,23,6377,3
Heartwarming sports movie that inspires and uplifts.,23,90866,3
Heartwarming sports movie that inspires and uplifts.,23,8970,3
Heartwarming sports movie that inspires and uplifts.,23,111848,1
Heartwarming sports movie that inspires and uplifts.,23,225537,1
Heartwarming sports movie that inspires and uplifts.,23,49299,2
Heartwarming sports movie that inspires and uplifts.,23,6618,5
Heartwarming sports movie that inspires and uplifts.,23,52287,3
Heartwarming sports movie that inspires and uplifts.,23,135248,3
Heartwarming sports movie that inspires and uplifts.,23,3263,4
Heartwarming sports movie that inspires and uplifts.,23,42730,5
Heartwarming sports movie that inspires and uplifts.,23,38992,2
Heartwarming sports movie that inspires and uplifts.,23,49793,5
Heartwarming sports movie that inspires and uplifts.,23,8866,3
Heartwarming sports movie that inspires and uplifts.,23,3882,2
Heartwarming sports movie that inspires and uplifts.,23,46578,4
Heartwarming sports movie that inspires and uplifts.,23,27815,3
Heartwarming sports movie that inspires and uplifts.,23,5377,3
Heartwarming sports movie that inspires and uplifts.,23,63859,3
Heartwarming sports movie that inspires and uplifts.,23,5103,4
Heartwarming sports movie that inspires and uplifts.,23,524,5
Heartwarming sports movie that inspires and uplifts.,23,187717,3
Heartwarming sports movie that inspires and uplifts.,23,186633,5
Heartwarming sports movie that inspires and uplifts.,23,6936,3
Heartwarming sports movie that inspires and uplifts.,23,1020,5
Heartwarming sports movie that inspires and uplifts.,23,6338,3
Heartwarming sports movie that inspires and uplifts.,23,79091,3
Heartwarming sports movie that inspires and uplifts.,23,31225,4
Heartwarming sports movie that inspires and uplifts.,23,165503,4
Heartwarming sports movie that inspires and uplifts.,23,48161,5
Heartwarming sports movie that inspires and uplifts.,23,72641,5
Heartwarming sports movie that inspires and uplifts.,23,3255,5
Classic Western film with iconic shootouts and rugged landscapes.,24,78620,5
Classic Western film with iconic shootouts and rugged landscapes.,24,159520,5
Classic Western film with iconic shootouts and rugged landscapes.,24,195201,2
Classic Western film with iconic shootouts and rugged landscapes.,24,124835,4
Classic Western film with iconic shootouts and rugged landscapes.,24,67068,3
Classic Western film with iconic shootouts and rugged landscapes.,24,207223,2
Classic Western film with iconic shootouts and rugged landscapes.,24,106881,3
Classic Western film with iconic shootouts and rugged landscapes.,24,165085,1
Classic Western film with iconic shootouts and rugged landscapes.,24,2528,1
Classic Western film with iconic shootouts and rugged landscapes.,24,199179,1
Classic Western film with iconic shootouts and rugged landscapes.,24,97815,1
Classic Western film with iconic shootouts and rugged landscapes.,24,126086,1
Classic Western film with iconic shootouts and rugged landscapes.,24,107776,2
Classic Western film with iconic shootouts and rugged landscapes.,24,1283,5
Classic Western film with iconic shootouts and rugged landscapes.,24,243328,3
Classic Western film with iconic shootouts and rugged landscapes.,24,201702,1
Classic Western film with iconic shootouts and rugged landscapes.,24,1201,5
Classic Western film with iconic shootouts and rugged landscapes.,24,1209,5
Classic Western film with iconic shootouts and rugged landscapes.,24,283139,2
Classic Western film with iconic shootouts and rugged landscapes.,24,4356,1
Classic Western film with iconic shootouts and rugged landscapes.,24,90203,2
Classic Western film with iconic shootouts and rugged landscapes.,24,32149,2
Classic Western film with iconic shootouts and rugged landscapes.,24,288455,1
Classic Western film with iconic shootouts and rugged landscapes.,24,3508,5
Classic Western film with iconic shootouts and rugged landscapes.,24,247372,1
Classic Western film with iconic shootouts and rugged landscapes.,24,150088,3
Classic Western film with iconic shootouts and rugged landscapes.,24,278614,1
Classic Western film with iconic shootouts and rugged landscapes.,24,116718,1
Classic Western film with iconic shootouts and rugged landscapes.,24,178363,1
Classic Western film with iconic shootouts and rugged landscapes.,24,193619,2
Classic Western film with iconic shootouts and rugged landscapes.,24,274379,1
Classic Western film with iconic shootouts and rugged landscapes.,24,138112,4
Classic Western film with iconic shootouts and rugged landscapes.,24,2951,5
Classic Western film with iconic shootouts and rugged landscapes.,24,53766,1
Classic Western film with iconic shootouts and rugged landscapes.,24,67138,1
Classic Western film with iconic shootouts and rugged landscapes.,24,54185,1
Classic Western film with iconic shootouts and rugged landscapes.,24,2012,1
Classic Western film with iconic shootouts and rugged landscapes.,24,130574,1
Classic Western film with iconic shootouts and rugged landscapes.,24,251032,1
Classic Western film with iconic shootouts and rugged landscapes.,24,2401,3
Classic Western film with iconic shootouts and rugged landscapes.,24,53788,2
Classic Western film with iconic shootouts and rugged landscapes.,24,4327,5
Classic Western film with iconic shootouts and rugged landscapes.,24,3629,1
Classic Western film with iconic shootouts and rugged landscapes.,24,3671,3
Classic Western film with iconic shootouts and rugged landscapes.,24,208771,1
Classic Western film with iconic shootouts and rugged landscapes.,24,8094,2
Classic Western film with iconic shootouts and rugged landscapes.,24,93287,1
Classic Western film with iconic shootouts and rugged landscapes.,24,919,1
Classic Western film with iconic shootouts and rugged landscapes.,24,108516,1
Classic Western film with iconic shootouts and rugged landscapes.,24,203785,1
Classic Western film with iconic shootouts and rugged landscapes.,24,102035,5
Classic Western film with iconic shootouts and rugged landscapes.,24,1266,5
Classic Western film with iconic shootouts and rugged landscapes.,24,1254,5
Films exploring the concept of time travel.,25,258001,5
Films exploring the concept of time travel.,25,85414,4
Films exploring the concept of time travel.,25,138644,3
Films exploring the concept of time travel.,25,200558,1
Films exploring the concept of time travel.,25,226200,2
Films exploring the concept of time travel.,25,228301,3
Films exploring the concept of time travel.,25,215807,1
Films exploring the concept of time travel.,25,70599,4
Films exploring the concept of time travel.,25,27660,4
Films exploring the concept of time travel.,25,188383,5
Films exploring the concept of time travel.,25,105165,3
Films exploring the concept of time travel.,25,189699,2
Films exploring the concept of time travel.,25,148618,2
Films exploring the concept of time travel.,25,104374,4
Films exploring the concept of time travel.,25,109487,5
Films exploring the concept of time travel.,25,192455,3
Films exploring the concept of time travel.,25,164179,5
Films exploring the concept of time travel.,25,282659,1
Films exploring the concept of time travel.,25,228225,1
Films exploring the concept of time travel.,25,240802,3
Films exploring the concept of time travel.,25,253458,1
Films exploring the concept of time travel.,25,1680,2
Films exploring the concept of time travel.,25,167286,2
Films exploring the concept of time travel.,25,5445,4
Films exploring the concept of time travel.,25,90405,4
Films exploring the concept of time travel.,25,217465,5
Films exploring the concept of time travel.,25,228319,2
Films exploring the concept of time travel.,25,8477,3
Films exploring the concept of time travel.,25,200600,1
Films exploring the concept of time travel.,25,269950,1
Films exploring the concept of time travel.,25,65642,4
Films exploring the concept of time travel.,25,115680,3
Films exploring the concept of time travel.,25,4992,2
Films exploring the concept of time travel.,25,3510,4
Films exploring the concept of time travel.,25,103075,2
Films exploring the concept of time travel.,25,57504,3
Films exploring the concept of time travel.,25,3959,3
Films exploring the concept of time travel.,25,71106,4
Films exploring the concept of time travel.,25,240216,1
Films exploring the concept of time travel.,25,127096,3
Films exploring the concept of time travel.,25,45668,3
Films exploring the concept of time travel.,25,1286,3
Films exploring the concept of time travel.,25,114935,4
Films exploring the concept of time travel.,25,5171,4
Films exploring the concept of time travel.,25,8914,4
Films exploring the concept of time travel.,25,49278,4
Films exploring the concept of time travel.,25,163985,3
Films exploring the concept of time travel.,25,2012,4
Films exploring the concept of time travel.,25,4571,3
Films exploring the concept of time travel.,25,4980,2
Films exploring the concept of time travel.,25,4738,5
Films exploring the concept of time travel.,25,102666,5
Films exploring the concept of time travel.,25,4939,5
Films exploring the concept of time travel.,25,206805,5
Films exploring the concept of time travel.,25,95088,5
Films exploring the concept of time travel.,25,94777,5
Films exploring the concept of time travel.,25,157961,4
Films exploring the concept of time travel.,25,6959,5
Films exploring the concept of time travel.,25,135859,5
Dystopian future with young girl leading a rebellion.,26,91500,5
Dystopian future with young girl leading a rebellion.,26,106487,5
Dystopian future with young girl leading a rebellion.,26,116823,5
Dystopian future with young girl leading a rebellion.,26,135133,5
Dystopian future with young girl leading a rebellion.,26,108190,5
Dystopian future with young girl leading a rebellion.,26,130490,4
Dystopian future with young girl leading a rebellion.,26,190183,4
Dystopian future with young girl leading a rebellion.,26,106002,3
Dystopian future with young girl leading a rebellion.,26,148172,3
Dystopian future with young girl leading a rebellion.,26,132046,2
Dystopian future with young girl leading a rebellion.,26,212503,2
Dystopian future with young girl leading a rebellion.,26,183635,2
Dystopian future with young girl leading a rebellion.,26,113378,2
Dystopian future with young girl leading a rebellion.,26,7022,1
Dystopian future with young girl leading a rebellion.,26,250364,1
Dystopian future with young girl leading a rebellion.,26,157342,1
Dystopian future with young girl leading a rebellion.,26,97752,1
Dystopian future with young girl leading a rebellion.,26,164705,1
Dystopian future with young girl leading a rebellion.,26,173925,1
Dystopian future with young girl leading a rebellion.,26,277958,1
Dystopian future with young girl leading a rebellion.,26,272051,1
Dystopian future with young girl leading a rebellion.,26,74731,1
Dystopian future with young girl leading a rebellion.,26,3441,1
Dystopian future with young girl leading a rebellion.,26,198657,1
Dystopian future with young girl leading a rebellion.,26,244480,1
Dystopian future with young girl leading a rebellion.,26,269138,1
Dystopian future with young girl leading a rebellion.,26,249724,1
Dystopian future with young girl leading a rebellion.,26,214762,1
Dystopian future with young girl leading a rebellion.,26,137004,1
Dystopian future with young girl leading a rebellion.,26,270350,1
Dystopian future with young girl leading a rebellion.,26,165635,1
Dystopian future with young girl leading a rebellion.,26,141397,1
Dystopian future with young girl leading a rebellion.,26,189483,1
Dystopian future with young girl leading a rebellion.,26,112381,1
Dystopian future with young girl leading a rebellion.,26,116758,1
Dystopian future with young girl leading a rebellion.,26,177213,1
Dystopian future with young girl leading a rebellion.,26,129947,1
Dystopian future with young girl leading a rebellion.,26,186571,1
Dystopian future with young girl leading a rebellion.,26,122882,1
Dystopian future with young girl leading a rebellion.,26,163985,1
Dystopian future with young girl leading a rebellion.,26,71254,1
Dystopian future with young girl leading a rebellion.,26,213912,1
Dystopian future with young girl leading a rebellion.,26,159151,1
Dystopian future with young girl leading a rebellion.,26,283739,1
Dystopian future with young girl leading a rebellion.,26,169658,1
Dystopian future with young girl leading a rebellion.,26,1653,1
Dystopian future with young girl leading a rebellion.,26,195023,1
Dystopian future with young girl leading a rebellion.,26,96596,1
Dystopian future with young girl leading a rebellion.,26,188679,1
Dystopian future with young girl leading a rebellion.,26,101864,1
Dystopian future with young girl leading a rebellion.,26,217903,1
Dystopian future with young girl leading a rebellion.,26,34224,1
Dystopian future with young girl leading a rebellion.,26,237131,1
Dystopian future with young girl leading a rebellion.,26,194458,1
Dystopian future with young girl leading a rebellion.,26,72630,1
Dystopian future with young girl leading a rebellion.,26,248042,1
Dystopian future with young girl leading a rebellion.,26,188431,1
Dystopian future with young girl leading a rebellion.,26,194454,1
Dystopian future with young girl leading a rebellion.,26,241158,1
Dystopian future with young girl leading a rebellion.,26,200594,1
"Vampire, werewolf, and love.",27,222883,5
"Vampire, werewolf, and love.",27,42738,5
"Vampire, werewolf, and love.",27,282217,5
"Vampire, werewolf, and love.",27,72407,5
"Vampire, werewolf, and love.",27,78772,5
"Vampire, werewolf, and love.",27,6820,4
"Vampire, werewolf, and love.",27,50796,4
"Vampire, werewolf, and love.",27,4425,4
"Vampire, werewolf, and love.",27,54270,3
"Vampire, werewolf, and love.",27,89030,3
"Vampire, werewolf, and love.",27,110809,3
"Vampire, werewolf, and love.",27,85397,3
"Vampire, werewolf, and love.",27,123320,3
"Vampire, werewolf, and love.",27,7454,2
"Vampire, werewolf, and love.",27,141928,1
"Vampire, werewolf, and love.",27,2654,1
"Vampire, werewolf, and love.",27,137570,1
"Vampire, werewolf, and love.",27,1321,1
"Vampire, werewolf, and love.",27,82499,1
"Vampire, werewolf, and love.",27,173435,1
"Vampire, werewolf, and love.",27,66200,1
"Vampire, werewolf, and love.",27,119350,1
"Vampire, werewolf, and love.",27,160354,1
"Vampire, werewolf, and love.",27,163955,1
"Vampire, werewolf, and love.",27,81993,1
"Vampire, werewolf, and love.",27,6744,1
"Vampire, werewolf, and love.",27,104312,1
"Vampire, werewolf, and love.",27,7036,1
"Vampire, werewolf, and love.",27,161080,1
"Vampire, werewolf, and love.",27,105825,1
"Vampire, werewolf, and love.",27,184213,1
"Vampire, werewolf, and love.",27,26774,1
"Vampire, werewolf, and love.",27,49571,1
"Vampire, werewolf, and love.",27,149584,1
"Vampire, werewolf, and love.",27,93326,1
"Vampire, werewolf, and love.",27,90535,1
"Vampire, werewolf, and love.",27,26227,1
"Vampire, werewolf, and love.",27,127218,1
"Vampire, werewolf, and love.",27,142997,1
"Vampire, werewolf, and love.",27,249232,1
"Vampire, werewolf, and love.",27,2793,1
"Vampire, werewolf, and love.",27,187001,1
"Vampire, werewolf, and love.",27,118256,1
"Vampire, werewolf, and love.",27,246410,1
"Vampire, werewolf, and love.",27,105240,1
"Vampire, werewolf, and love.",27,175483,1
"Vampire, werewolf, and love.",27,27746,1
"Vampire, werewolf, and love.",27,160672,1
"Vampire, werewolf, and love.",27,211203,1
"Vampire, werewolf, and love.",27,254216,1
"Vampire, werewolf, and love.",27,98015,1
"Vampire, werewolf, and love.",27,216165,1
"Vampire, werewolf, and love.",27,165335,1
"Vampire, werewolf, and love.",27,149796,1
"Vampire, werewolf, and love.",27,25822,1
"Vampire, werewolf, and love.",27,124735,1
"Vampire, werewolf, and love.",27,181303,1
"Vampire, werewolf, and love.",27,1130,1
"Vampire, werewolf, and love.",27,165115,1
"Vampire, werewolf, and love.",27,109781,1
Adaptations of classic literature into film.,28,179595,5
Adaptations of classic literature into film.,28,1207,5
Adaptations of classic literature into film.,28,273019,5
Adaptations of classic literature into film.,28,209315,5
Adaptations of classic literature into film.,28,193671,4
Adaptations of classic literature into film.,28,928,4
Adaptations of classic literature into film.,28,202033,4
Adaptations of classic literature into film.,28,226658,4
Adaptations of classic literature into film.,28,143545,4
Adaptations of classic literature into film.,28,162096,4
Adaptations of classic literature into film.,28,128295,4
Adaptations of classic literature into film.,28,211560,4
Adaptations of classic literature into film.,28,174849,4
Adaptations of classic literature into film.,28,192449,4
Adaptations of classic literature into film.,28,254734,4
Adaptations of classic literature into film.,28,165321,4
Adaptations of classic literature into film.,28,4178,3
Adaptations of classic literature into film.,28,201190,3
Adaptations of classic literature into film.,28,912,3
Adaptations of classic literature into film.,28,119605,2
Adaptations of classic literature into film.,28,3369,2
Adaptations of classic literature into film.,28,2729,2
Adaptations of classic literature into film.,28,1951,2
Adaptations of classic literature into film.,28,38320,2
Adaptations of classic literature into film.,28,154218,2
Adaptations of classic literature into film.,28,9011,2
Adaptations of classic literature into film.,28,126953,2
Adaptations of classic literature into film.,28,4996,2
Adaptations of classic literature into film.,28,3832,2
Adaptations of classic literature into film.,28,1151,2
Adaptations of classic literature into film.,28,186889,2
Adaptations of classic literature into film.,28,228037,2
Adaptations of classic literature into film.,28,71488,2
Adaptations of classic literature into film.,28,7116,2
Adaptations of classic literature into film.,28,3964,2
Adaptations of classic literature into film.,28,1073,2
Adaptations of classic literature into film.,28,121861,2
Adaptations of classic literature into film.,28,2657,2
Adaptations of classic literature into film.,28,270500,2
Adaptations of classic literature into film.,28,143633,1
Adaptations of classic literature into film.,28,160400,1
Adaptations of classic literature into film.,28,220140,1
Adaptations of classic literature into film.,28,141522,1
Adaptations of classic literature into film.,28,3070,1
Adaptations of classic literature into film.,28,164169,1
Adaptations of classic literature into film.,28,206963,1
Adaptations of classic literature into film.,28,207516,1
Adaptations of classic literature into film.,28,157176,1
Adaptations of classic literature into film.,28,48972,1
Adaptations of classic literature into film.,28,245230,1
Adaptations of classic literature into film.,28,5158,1
Adaptations of classic literature into film.,28,133421,1
Adaptations of classic literature into film.,28,161776,1
Adaptations of classic literature into film.,28,234299,1
Adaptations of classic literature into film.,28,261147,1
Adaptations of classic literature into film.,28,213569,1
Adaptations of classic literature into film.,28,272575,1
Adaptations of classic literature into film.,28,194674,1
Adaptations of classic literature into film.,28,176299,1
Adaptations of classic literature into film.,28,101498,1
War movies portraying the camaraderie of soldiers.,29,61434,4
War movies portraying the camaraderie of soldiers.,29,33750,4
War movies portraying the camaraderie of soldiers.,29,160680,4
War movies portraying the camaraderie of soldiers.,29,82454,4
War movies portraying the camaraderie of soldiers.,29,27816,4
War movies portraying the camaraderie of soldiers.,29,27397,4
War movies portraying the camaraderie of soldiers.,29,77979,3
War movies portraying the camaraderie of soldiers.,29,186145,3
War movies portraying the camaraderie of soldiers.,29,54607,3
War movies portraying the camaraderie of soldiers.,29,92243,3
War movies portraying the camaraderie of soldiers.,29,178377,3
War movies portraying the camaraderie of soldiers.,29,1184,3
War movies portraying the camaraderie of soldiers.,29,113808,3
War movies portraying the camaraderie of soldiers.,29,141890,3
War movies portraying the camaraderie of soldiers.,29,280330,2
War movies portraying the camaraderie of soldiers.,29,48389,2
War movies portraying the camaraderie of soldiers.,29,180853,2
War movies portraying the camaraderie of soldiers.,29,127315,2
War movies portraying the camaraderie of soldiers.,29,57811,1
War movies portraying the camaraderie of soldiers.,29,190475,1
War movies portraying the camaraderie of soldiers.,29,211193,1
War movies portraying the camaraderie of soldiers.,29,148128,1
War movies portraying the camaraderie of soldiers.,29,135001,1
War movies portraying the camaraderie of soldiers.,29,135899,1
War movies portraying the camaraderie of soldiers.,29,262009,1
War movies portraying the camaraderie of soldiers.,29,103982,1
War movies portraying the camaraderie of soldiers.,29,87387,1
War movies portraying the camaraderie of soldiers.,29,146481,1
War movies portraying the camaraderie of soldiers.,29,188263,1
War movies portraying the camaraderie of soldiers.,29,170681,1
War movies portraying the camaraderie of soldiers.,29,205555,1
War movies portraying the camaraderie of soldiers.,29,141870,1
War movies portraying the camaraderie of soldiers.,29,284165,1
War movies portraying the camaraderie of soldiers.,29,32022,1
War movies portraying the camaraderie of soldiers.,29,126241,1
War movies portraying the camaraderie of soldiers.,29,142142,1
War movies portraying the camaraderie of soldiers.,29,151321,1
War movies portraying the camaraderie of soldiers.,29,31133,1
War movies portraying the camaraderie of soldiers.,29,212489,1
War movies portraying the camaraderie of soldiers.,29,51007,1
War movies portraying the camaraderie of soldiers.,29,171315,1
War movies portraying the camaraderie of soldiers.,29,283139,1
War movies portraying the camaraderie of soldiers.,29,158272,1
War movies portraying the camaraderie of soldiers.,29,53342,1
War movies portraying the camaraderie of soldiers.,29,91880,1
War movies portraying the camaraderie of soldiers.,29,77833,1
War movies portraying the camaraderie of soldiers.,29,165431,1
War movies portraying the camaraderie of soldiers.,29,171447,1
War movies portraying the camaraderie of soldiers.,29,193827,1
War movies portraying the camaraderie of soldiers.,29,211051,1
War movies portraying the camaraderie of soldiers.,29,107022,1
War movies portraying the camaraderie of soldiers.,29,210913,1
War movies portraying the camaraderie of soldiers.,29,221164,1
War movies portraying the camaraderie of soldiers.,29,61991,1
War movies portraying the camaraderie of soldiers.,29,163729,1
War movies portraying the camaraderie of soldiers.,29,231325,1
War movies portraying the camaraderie of soldiers.,29,144910,1
War movies portraying the camaraderie of soldiers.,29,232497,1
War movies portraying the camaraderie of soldiers.,29,208703,1
War movies portraying the camaraderie of soldiers.,29,141273,1
Treasure hunt in the Egyptian pyramids.,30,56775,5
Treasure hunt in the Egyptian pyramids.,30,1198,5
Treasure hunt in the Egyptian pyramids.,30,1291,5
Treasure hunt in the Egyptian pyramids.,30,8972,5
Treasure hunt in the Egyptian pyramids.,30,170827,4
Treasure hunt in the Egyptian pyramids.,30,2634,4
Treasure hunt in the Egyptian pyramids.,30,148898,4
Treasure hunt in the Egyptian pyramids.,30,118914,4
Treasure hunt in the Egyptian pyramids.,30,316,4
Treasure hunt in the Egyptian pyramids.,30,121705,3
Treasure hunt in the Egyptian pyramids.,30,5313,3
Treasure hunt in the Egyptian pyramids.,30,163088,3
Treasure hunt in the Egyptian pyramids.,30,168470,3
Treasure hunt in the Egyptian pyramids.,30,183465,3
Treasure hunt in the Egyptian pyramids.,30,123367,3
